force,ppg
22.79204773902893,86.19999999999999
23.017908334732056,81.60000000000002
23.232951641082764,81.60000000000002
23.43417763710022,86.19999999999999
23.63255739212036,86.19999999999999
23.83227801322937,88.5
24.036166429519653,86.19999999999999
24.2666118144989,90.79999999999998
24.5049250125885,93.1
24.7346613407135,90.79999999999998
24.974626302719116,93.1
25.184295177459717,100.0
25.39037585258484,97.69999999999999
25.60599946975708,106.9
25.835513591766357,111.5
26.040417909622192,109.20000000000002
26.281545400619507,104.6
26.490257024765015,109.20000000000002
26.733385801315308,109.20000000000002
26.938761472702026,116.10000000000002
27.15417790412903,111.5
27.367673873901367,111.5
27.655739307403564,111.5
28.01463270187378,113.80000000000001
28.338662147521973,116.10000000000002
28.571064949035645,116.10000000000002
28.856428146362305,118.4
29.10124158859253,123.00000000000003
29.37992525100708,125.30000000000001
29.629825830459595,125.30000000000001
29.84723973274231,129.89999999999998
30.066242218017578,129.89999999999998
30.33055830001831,129.89999999999998
30.575867176055908,127.60000000000002
30.797449350357056,132.2
31.03041934967041,132.2
31.26099991798401,132.2
31.512016534805298,129.89999999999998
31.776050090789795,136.79999999999995
32.01402974128723,136.79999999999995
32.24503469467163,136.79999999999995
32.50933527946472,141.39999999999998
32.79500937461853,143.7
33.08159518241882,148.3
33.37887692451477,141.39999999999998
33.61152362823486,146.0
33.878074645996094,146.0
34.18519711494446,150.59999999999997
34.42882323265076,152.89999999999998
34.692800760269165,148.3
34.954550981521606,155.2
35.225961208343506,152.89999999999998
35.489113569259644,155.2
35.77578663825989,150.59999999999997
36.07439613342285,150.59999999999997
36.35992670059204,152.89999999999998
36.642773151397705,155.2
36.90803575515747,157.5
37.19009804725647,159.8
37.50806522369385,162.10000000000002
37.809152603149414,159.8
38.0727653503418,159.8
38.390221118927,159.8
38.68228030204773,157.5
38.974631547927856,157.5
39.25054216384888,157.5
39.506383419036865,155.2
39.78477215766907,155.2
